Fecha;Grupo;Producto;Mercado;Precio promedio por kilogramo*
1/11/2023;PROCESADOS;Gelatina;Manizales, Centro Galerías;39.682
1/09/2023;LACTEOS Y HUEVOS;Leche en polvo;Popayán, Plaza de mercado del barrio Bolívar;39.677
1/06/2023;PESCADOS;Pargo rojo platero;Santa Marta (Magdalena);39.600
1/11/2023;CARNES;Carne de res, lomo fino;Ibagué, Plaza La 21;39.583
1/12/2023;CARNES;Carne de res, lomo fino;Barranquilla, Barranquillita;39.583
1/02/2023;CARNES;Carne de res, muchacho;Bucaramanga, Frigoríficos;39.575
1/02/2023;LACTEOS Y HUEVOS;Leche en polvo;Armenia, Mercar;39.559
1/07/2023;PROCESADOS;Lomitos de atún en lata;Neiva, Surabastos;39.559
1/09/2023;CARNES;Carne de res, punta de anca;Cali, Santa Elena;39.556
1/01/2023;LACTEOS Y HUEVOS;Leche en polvo;Tuluá (Valle del Cauca);39.522
1/01/2023;CARNES;Carne de res, punta de anca;Malambo (Atlántico), Carnes y carnes;39.500
1/07/2023;CARNES;Carne de res, lomo fino;Barranquilla, Barranquillita;39.500
1/09/2023;PROCESADOS;Café molido;Armenia, Mercar;39.500
1/10/2023;CARNES;Carne de res, punta de anca;Tuluá (Valle del Cauca);39.500
1/10/2023;PROCESADOS;Café molido;Armenia, Mercar;39.500
1/11/2023;PROCESADOS;Café molido;Armenia, Mercar;39.500
1/06/2023;CARNES;Carne de res, punta de anca;Cali, Santa Elena;39.488
1/06/2023;PROCESADOS;Lomitos de atún en lata;Neiva, Surabastos;39.474
1/12/2023;PROCESADOS;Gelatina;Cartagena, Bazurto;39.449
1/07/2023;PROCESADOS;Lomitos de atún en lata;Armenia, Mercar;39.435
1/03/2023;PROCESADOS;Gelatina;Cartagena, Bazurto;39.421
1/08/2023;CARNES;Carne de res, punta de anca;Cali, Santa Elena;39.420
1/12/2023;PROCESADOS;Gelatina;Barranquilla, Barranquillita;39.419
1/08/2023;PROCESADOS;Lomitos de atún en lata;Neiva, Surabastos;39.373
1/04/2023;CARNES;Carne de res, punta de anca;Malambo (Atlántico), Carnes y carnes;39.350
1/05/2023;PROCESADOS;Gelatina;Cartagena, Bazurto;39.345
1/09/2023;CARNES;Carne de res, lomo fino;Ibagué, Plaza La 21;39.333
1/11/2023;PROCESADOS;Lomitos de atún en lata;Neiva, Surabastos;39.303
1/06/2023;CARNES;Carne de res, lomo fino;Barranquilla, Barranquillita;39.250
1/08/2023;PROCESADOS;Gelatina;Santa Marta (Magdalena);39.241
1/10/2023;PROCESADOS;Gelatina;Neiva, Surabastos;39.221
1/01/2023;LACTEOS Y HUEVOS;Leche en polvo;Cali, La Floresta;39.206
1/09/2023;CARNES;Carne de res, lomo fino;Popayán, Plaza de mercado del barrio Bolívar;39.200
1/06/2023;PESCADOS;Calamar anillos;Bogotá, D.C., Paloquemao;39.167
1/12/2023;PROCESADOS;Gelatina;Bucaramanga, Mercados del centro;39.167
1/07/2023;PROCESADOS;Gelatina;Santa Marta (Magdalena);39.157
1/02/2023;CARNES;Carne de res, chatas;Tuluá (Valle del Cauca);39.148
1/08/2023;LACTEOS Y HUEVOS;Leche en polvo;Popayán, Plaza de mercado del barrio Bolívar;39.143
1/09/2023;PROCESADOS;Gelatina;Neiva, Surabastos;39.139
1/01/2023;LACTEOS Y HUEVOS;Leche en polvo;Cali, Siloé;39.134
1/10/2023;PROCESADOS;Gelatina;Cartagena, Bazurto;39.132
1/09/2023;CARNES;Carne de res, punta de anca;Tuluá (Valle del Cauca);39.125
1/01/2023;CARNES;Carne de res, muchacho;Bucaramanga, Frigoríficos;39.100
1/11/2023;LACTEOS Y HUEVOS;Leche en polvo;Ibagué, Plaza La 21;39.089
1/12/2023;PROCESADOS;Gelatina;Cúcuta, La Nueva Sexta;39.087
1/01/2023;CARNES;Carne de res, lomo fino;Barranquilla, Barranquillita;39.083
1/03/2023;CARNES;Carne de res, punta de anca;Malambo (Atlántico), Carnes y carnes;39.060
1/02/2023;LACTEOS Y HUEVOS;Leche en polvo;Cali, Santa Elena;39.040
1/12/2023;PROCESADOS;Gelatina;Tuluá (Valle del Cauca);39.038
1/05/2023;PESCADOS;Camarón tigre precocido seco;Medellín, Central Mayorista de Antioquia;39.025
1/02/2023;CARNES;Carne de res, lomo fino;Ibagué, Plaza La 21;39.000
1/04/2023;CARNES;Carne de res, lomo fino;Ibagué, Plaza La 21;39.000
1/10/2023;CARNES;Carne de res, chatas;Malambo (Atlántico), Carnes y carnes;39.000
1/12/2023;CARNES;Carne de res, punta de anca;Popayán, Plaza de mercado del barrio Bolívar;39.000
1/09/2023;PROCESADOS;Gelatina;Santa Marta (Magdalena);38.994
1/10/2023;PROCESADOS;Gelatina;Santa Marta (Magdalena);38.994
1/07/2023;PROCESADOS;Gelatina;Neiva, Surabastos;38.963
1/11/2023;PROCESADOS;Gelatina;Cali, Siloé;38.938
1/01/2023;LACTEOS Y HUEVOS;Leche en polvo;Buenaventura (Valle del Cauca);38.931
1/09/2023;PROCESADOS;Lomitos de atún en lata;Barranquilla, Barranquillita;38.928
1/04/2023;CARNES;Carne de res, punta de anca;Cali, Santa Elena;38.925
1/11/2023;PROCESADOS;Gelatina;Barranquilla, Barranquillita;38.901
1/08/2023;PROCESADOS;Café molido;Armenia, Mercar;38.900
1/08/2023;PROCESADOS;Lomitos de atún en lata;Barranquilla, Barranquillita;38.897
1/10/2023;PROCESADOS;Lomitos de atún en lata;Barranquilla, Barranquillita;38.884
1/07/2023;PESCADOS;Pargo rojo platero;Santa Marta (Magdalena);38.875
1/11/2023;PROCESADOS;Lomitos de atún en lata;Barranquilla, Barranquillita;38.872
1/11/2023;PROCESADOS;Gelatina;Santa Marta (Magdalena);38.860
1/12/2023;PROCESADOS;Lomitos de atún en lata;Barranquilla, Barranquillita;38.859
1/12/2023;PROCESADOS;Gelatina;Bogotá, D.C., Corabastos;38.855
1/09/2023;PROCESADOS;Gelatina;Bucaramanga, Mercados del centro;38.854
1/12/2023;PROCESADOS;Lomitos de atún en lata;Neiva, Surabastos;38.852
1/07/2023;LACTEOS Y HUEVOS;Leche en polvo;Armenia, Mercar;38.843
1/06/2023;CARNES;Carne de res, lomo fino;Ibagué, Plaza La 21;38.833
1/10/2023;CARNES;Carne de res, chatas;Popayán, Plaza de mercado del barrio Bolívar;38.833
1/07/2023;CARNES;Carne de res, punta de anca;Cali, Santa Elena;38.800
1/03/2023;CARNES;Carne de res, centro de pierna;Bucaramanga, Frigoríficos;38.775
1/04/2023;CARNES;Carne de res, centro de pierna;Bucaramanga, Frigoríficos;38.775
1/05/2023;CARNES;Carne de res, centro de pierna;Bucaramanga, Frigoríficos;38.775
1/06/2023;CARNES;Carne de res, centro de pierna;Bucaramanga, Frigoríficos;38.775
1/07/2023;CARNES;Carne de res, centro de pierna;Bucaramanga, Frigoríficos;38.775
1/08/2023;CARNES;Carne de res, centro de pierna;Bucaramanga, Frigoríficos;38.775
1/09/2023;CARNES;Carne de res, centro de pierna;Bucaramanga, Frigoríficos;38.775
1/10/2023;CARNES;Carne de res, centro de pierna;Bucaramanga, Frigoríficos;38.775
1/11/2023;CARNES;Carne de res, centro de pierna;Bucaramanga, Frigoríficos;38.775
1/09/2023;PROCESADOS;Lomitos de atún en lata;Pereira, Mercasa;38.759
1/07/2023;CARNES;Carne de res, lomo fino;Ibagué, Plaza La 21;38.750
1/08/2023;CARNES;Carne de res, lomo fino;Popayán, Plaza de mercado del barrio Bolívar;38.750
1/11/2023;CARNES;Carne de res, punta de anca;Popayán, Plaza de mercado del barrio Bolívar;38.750
1/08/2023;LACTEOS Y HUEVOS;Leche en polvo;Armenia, Mercar;38.747
1/12/2023;CARNES;Carne de res, lomo fino;Ibagué, Plaza La 21;38.742
1/09/2023;PROCESADOS;Gelatina;Cartagena, Bazurto;38.738
1/05/2023;CARNES;Carne de res, chatas;Cali, Santa Elena;38.725
1/11/2023;PROCESADOS;Gelatina;Bucaramanga, Centroabastos;38.710
1/12/2023;PROCESADOS;Gelatina;Bucaramanga, Centroabastos;38.710
1/04/2023;PESCADOS;Camarón tigre precocido seco;Medellín, Central Mayorista de Antioquia;38.706
1/10/2023;PROCESADOS;Gelatina;Barranquilla, Barranquillita;38.701
1/12/2023;CARNES;Carne de res, centro de pierna;Bucaramanga, Frigoríficos;38.700
1/11/2023;PROCESADOS;Gelatina;Bucaramanga, Mercados del centro;38.690
1/09/2023;PROCESADOS;Gelatina;Cartago (Valle del Cauca);38.661
1/10/2023;PROCESADOS;Lomitos de atún en lata;Pereira, Mercasa;38.647
1/01/2023;LACTEOS Y HUEVOS;Leche en polvo;Cartago (Valle del Cauca);38.644
1/12/2023;LACTEOS Y HUEVOS;Leche en polvo;Ibagué, Plaza La 21;38.639
1/05/2023;CARNES;Carne de res, chatas;Tuluá (Valle del Cauca);38.635
1/10/2023;PROCESADOS;Gelatina;Cartago (Valle del Cauca);38.635
1/04/2023;CARNES;Carne de res, chatas;Cali, Santa Elena;38.625
1/10/2023;PROCESADOS;Gelatina;Bucaramanga, Centroabastos;38.623
1/07/2023;PROCESADOS;Lomitos de atún en lata;Barranquilla, Barranquillita;38.620
1/03/2023;CARNES;Carne de res, chatas;Cali, Santa Elena;38.619
1/11/2023;PROCESADOS;Gelatina;Cartago (Valle del Cauca);38.619
1/06/2023;PROCESADOS;Lomitos de atún en lata;Barranquilla, Barranquillita;38.591
1/11/2023;LACTEOS Y HUEVOS;Leche en polvo;Armenia, Mercar;38.581
1/12/2023;LACTEOS Y HUEVOS;Leche en polvo;Armenia, Mercar;38.581
1/05/2023;CARNES;Carne de res, punta de anca;Cali, Santa Elena;38.550
1/04/2023;PROCESADOS;Lomitos de atún en lata;Armenia, Mercar;38.542
1/05/2023;PROCESADOS;Lomitos de atún en lata;Armenia, Mercar;38.542
1/06/2023;PROCESADOS;Lomitos de atún en lata;Armenia, Mercar;38.542
1/02/2023;CARNES;Carne de res, centro de pierna;Bucaramanga, Frigoríficos;38.538
1/02/2023;CARNES;Carne de res, chatas;Cali, Santa Elena;38.531
1/05/2023;PROCESADOS;Lomitos de atún en lata;Barranquilla, Barranquillita;38.500
1/07/2023;CARNES;Carne de res, lomo fino;Popayán, Plaza de mercado del barrio Bolívar;38.500
1/07/2023;PESCADOS;Camarón tití precocido seco;Armenia, Mercar;38.500
1/11/2023;PROCESADOS;Gelatina;Cali, La Floresta;38.492
1/05/2023;LACTEOS Y HUEVOS;Leche en polvo;Ibagué, Plaza La 21;38.465
1/04/2023;LACTEOS Y HUEVOS;Leche en polvo;Ibagué, Plaza La 21;38.456
1/12/2023;CARNES;Carne de res, chatas;Malambo (Atlántico), Carnes y carnes;38.450
1/04/2023;LACTEOS Y HUEVOS;Leche en polvo;Armenia, Mercar;38.429
1/03/2023;CARNES;Carne de res, chatas;Tuluá (Valle del Cauca);38.408
1/01/2023;LACTEOS Y HUEVOS;Leche en polvo;Barranquilla, Granabastos;38.375
1/08/2023;PROCESADOS;Gelatina;Cartago (Valle del Cauca);38.369
1/01/2023;LACTEOS Y HUEVOS;Leche en polvo;Barranquilla, Barranquillita;38.359
1/07/2023;LACTEOS Y HUEVOS;Leche en polvo;Popayán, Plaza de mercado del barrio Bolívar;38.355
1/08/2023;PROCESADOS;Gelatina;Neiva, Surabastos;38.341
1/06/2023;PROCESADOS;Gelatina;Cartagena, Bazurto;38.316
1/11/2023;PROCESADOS;Lomitos de atún en lata;Pereira, Mercasa;38.310
1/12/2023;PROCESADOS;Lomitos de atún en lata;Pereira, Mercasa;38.310
1/01/2023;CARNES;Carne de res, chatas;Tuluá (Valle del Cauca);38.298
1/04/2023;CARNES;Carne de res, chatas;Tuluá (Valle del Cauca);38.288
1/06/2023;LACTEOS Y HUEVOS;Leche en polvo;Ibagué, Plaza La 21;38.244
1/12/2023;PROCESADOS;Gelatina;Valledupar, Mercado Nuevo;38.219
1/06/2023;PROCESADOS;Gelatina;Neiva, Surabastos;38.210
1/12/2023;CARNES;Carne de res, chatas;Tuluá (Valle del Cauca);38.210
1/10/2023;PROCESADOS;Gelatina;Bucaramanga, Mercados del centro;38.185
1/08/2023;PESCADOS;Pargo rojo platero;Santa Marta (Magdalena);38.183
1/03/2023;CARNES;Carne de res, punta de anca;Cali, Santa Elena;38.150
1/01/2023;LACTEOS Y HUEVOS;Leche en polvo;Cali, Santa Elena;38.144
1/06/2023;CARNES;Carne de res, lomo fino;Popayán, Plaza de mercado del barrio Bolívar;38.133
1/07/2023;CARNES;Carne de res, chatas;Tuluá (Valle del Cauca);38.110
1/07/2023;LACTEOS Y HUEVOS;Leche en polvo;Ibagué, Plaza La 21;38.089
1/03/2023;PROCESADOS;Lomitos de atún en lata;Armenia, Mercar;38.077
1/12/2023;PROCESADOS;Gelatina;Sincelejo, Nuevo Mercado;38.051
1/07/2023;PESCADOS;Calamar anillos;Bogotá, D.C., Paloquemao;38.042
1/04/2023;PROCESADOS;Lomitos de atún en lata;Medellín, Central Mayorista de Antioquia;38.040
1/06/2023;LACTEOS Y HUEVOS;Leche en polvo;Popayán, Plaza de mercado del barrio Bolívar;38.002
1/03/2023;PESCADOS;Camarón tití precocido seco;Armenia, Mercar;38.000
1/08/2023;PESCADOS;Pargo rojo entero congelado;Pereira, Mercasa;38.000
1/11/2023;PROCESADOS;Gelatina;Cúcuta, Cenabastos;37.996
1/01/2023;CARNES;Carne de res, chatas;Cali, Santa Elena;37.960
1/08/2023;PROCESADOS;Lomitos de atún en lata;Armenia, Mercar;37.939
1/06/2023;CARNES;Carne de res, chatas;Tuluá (Valle del Cauca);37.938
1/11/2023;PESCADOS;Camarón tigre precocido seco;Bogotá, D.C., Paloquemao;37.938
1/05/2023;CARNES;Carne de res, lomo fino;Popayán, Plaza de mercado del barrio Bolívar;37.917
1/11/2023;CARNES;Carne de res, chatas;Tuluá (Valle del Cauca);37.900
1/09/2023;PROCESADOS;Gelatina;Cali, Siloé;37.897
1/10/2023;PROCESADOS;Gelatina;Cali, Siloé;37.897
1/09/2023;PROCESADOS;Gelatina;Barranquilla, Barranquillita;37.870
1/03/2023;PESCADOS;Pargo rojo entero congelado;Pereira, Mercasa;37.867
1/08/2023;PROCESADOS;Gelatina;Tuluá (Valle del Cauca);37.853
1/08/2023;PESCADOS;Calamar anillos;Bogotá, D.C., Paloquemao;37.850
1/08/2023;PROCESADOS;Gelatina;Cartagena, Bazurto;37.842
1/11/2023;PESCADOS;Pargo rojo platero;Santa Marta (Magdalena);37.833
1/01/2023;CARNES;Carne de res, centro de pierna;Bucaramanga, Frigoríficos;37.800
1/01/2023;CARNES;Carne de res, punta de anca;Cali, Santa Elena;37.800
1/11/2023;PROCESADOS;Gelatina;Villavicencio, CAV;37.756
1/09/2023;PESCADOS;Pargo rojo platero;Santa Marta (Magdalena);37.750
1/10/2023;PESCADOS;Pargo rojo platero;Santa Marta (Magdalena);37.729
1/05/2023;LACTEOS Y HUEVOS;Leche en polvo;Popayán, Plaza de mercado del barrio Bolívar;37.690
1/02/2023;CARNES;Carne de res, punta de anca;Cali, Santa Elena;37.688
1/10/2023;CARNES;Carne de res, punta de anca;Popayán, Plaza de mercado del barrio Bolívar;37.667
1/12/2023;PROCESADOS;Gelatina;Ibagué, Plaza La 21;37.649
1/08/2023;CARNES;Carne de res, lomo fino;Ibagué, Plaza La 21;37.627
1/04/2023;PESCADOS;Pargo rojo platero;Buenaventura (Valle del Cauca);37.625
1/04/2023;PESCADOS;Camarón tigre precocido seco;Popayán, Plaza de mercado del barrio Bolívar;37.617
1/04/2023;PESCADOS;Pargo rojo entero congelado;Tuluá (Valle del Cauca);37.600
1/11/2023;CARNES;Carne de res, chatas;Malambo (Atlántico), Carnes y carnes;37.600
1/07/2023;PROCESADOS;Gelatina;Tuluá (Valle del Cauca);37.596
1/09/2023;PROCESADOS;Gelatina;Bucaramanga, Centroabastos;37.594
1/03/2023;PESCADOS;Pargo rojo entero congelado;Medellín, Central Mayorista de Antioquia;37.590
1/08/2023;PROCESADOS;Gelatina;Bucaramanga, Centroabastos;37.575
1/09/2023;PROCESADOS;Gelatina;Pereira, Mercasa;37.571
1/11/2023;PROCESADOS;Gelatina;Bogotá, D.C., Plaza España;37.563
1/02/2023;PESCADOS;Pargo rojo entero congelado;Tuluá (Valle del Cauca);37.550
1/08/2023;PROCESADOS;Gelatina;Pereira, Mercasa;37.541
1/09/2023;CARNES;Carne de res, chatas;Popayán, Plaza de mercado del barrio Bolívar;37.533
1/08/2023;PROCESADOS;Gelatina;Barranquilla, Barranquillita;37.516
1/04/2023;PROCESADOS;Gelatina;Manizales, Centro Galerías;37.500
1/05/2023;PROCESADOS;Gelatina;Manizales, Centro Galerías;37.500
1/09/2023;PESCADOS;Pargo rojo entero congelado;Pereira, Mercasa;37.500
1/10/2023;PESCADOS;Pargo rojo entero congelado;Pereira, Mercasa;37.500
1/05/2023;PROCESADOS;Lomitos de atún en lata;Medellín, Central Mayorista de Antioquia;37.496
1/09/2023;PROCESADOS;Gelatina;Tuluá (Valle del Cauca);37.490
1/05/2023;PROCESADOS;Lomitos de atún en lata;Neiva, Surabastos;37.484
1/01/2023;PROCESADOS;Lomitos de atún en lata;Armenia, Mercar;37.478
1/02/2023;PROCESADOS;Lomitos de atún en lata;Armenia, Mercar;37.478
1/10/2023;PROCESADOS;Gelatina;Pereira, Mercasa;37.464
1/07/2023;PROCESADOS;Gelatina;Cartagena, Bazurto;37.463
1/02/2023;LACTEOS Y HUEVOS;Leche en polvo;Ibagué, Plaza La 21;37.444
1/03/2023;PROCESADOS;Gelatina;Manizales, Centro Galerías;37.440
1/12/2023;PESCADOS;Camarón tigre precocido seco;Bogotá, D.C., Paloquemao;37.438
1/09/2023;PROCESADOS;Gelatina;Valledupar, Mercado Nuevo;37.426
1/06/2023;LACTEOS Y HUEVOS;Leche en polvo;Armenia, Mercar;37.409
1/02/2023;PESCADOS;Bagre rayado en postas congelado;Armenia, Mercar;37.400
1/08/2023;PROCESADOS;Lomitos de atún en lata;Pereira, Mercasa;37.392
1/01/2023;PROCESADOS;Lomitos de atún en lata;Buenaventura (Valle del Cauca);37.387
1/06/2023;PROCESADOS;Lomitos de atún en lata;Medellín, Central Mayorista de Antioquia;37.380
1/02/2023;PROCESADOS;Lomitos de atún en lata;Buenaventura (Valle del Cauca);37.376
1/11/2023;PROCESADOS;Gelatina;Tuluá (Valle del Cauca);37.369
1/09/2023;PESCADOS;Camarón tigre precocido seco;Bogotá, D.C., Plaza Las Flores;37.361
1/11/2023;PROCESADOS;Gelatina;Barranquilla, Granabastos;37.310
1/08/2023;PROCESADOS;Gelatina;Cali, Siloé;37.302
1/05/2023;PROCESADOS;Café molido;Armenia, Mercar;37.300
1/12/2023;PROCESADOS;Gelatina;Barranquilla, Granabastos;37.286
1/11/2023;PESCADOS;Calamar anillos;Bogotá, D.C., Paloquemao;37.281
1/04/2023;LACTEOS Y HUEVOS;Leche en polvo;Popayán, Plaza de mercado del barrio Bolívar;37.276
1/08/2023;CARNES;Carne de res, chatas;Tuluá (Valle del Cauca);37.268
1/11/2023;PROCESADOS;Gelatina;Ibagué, Plaza La 21;37.267
1/02/2023;PESCADOS;Pargo rojo platero;Buenaventura (Valle del Cauca);37.250
1/04/2023;CARNES;Carne de res, lomo fino;Popayán, Plaza de mercado del barrio Bolívar;37.250
1/07/2023;PESCADOS;Pargo rojo platero;Buenaventura (Valle del Cauca);37.250
1/10/2023;PESCADOS;Calamar anillos;Bogotá, D.C., Paloquemao;37.250
1/03/2023;PROCESADOS;Lomitos de atún en lata;"Medellín, Plaza Minorista ""José María Villa""";37.223
1/03/2023;PROCESADOS;Lomitos de atún en lata;Medellín, Central Mayorista de Antioquia;37.200
1/07/2023;PROCESADOS;Lomitos de atún en lata;Pereira, Mercasa;37.181
1/02/2023;PROCESADOS;Lomitos de atún en lata;Villavicencio, CAV;37.172
1/01/2023;PESCADOS;Pargo rojo entero congelado;Pereira, Mercasa;37.167
1/06/2023;PESCADOS;Pargo rojo platero;Buenaventura (Valle del Cauca);37.167
1/10/2023;PESCADOS;Camarón tigre precocido seco;Popayán, Plaza de mercado del barrio Bolívar;37.167
1/03/2023;LACTEOS Y HUEVOS;Leche en polvo;Ibagué, Plaza La 21;37.156
1/10/2023;PROCESADOS;Gelatina;Tuluá (Valle del Cauca);37.148
1/09/2023;PROCESADOS;Gelatina;Barranquilla, Granabastos;37.122
1/05/2023;PESCADOS;Camarón tigre precocido seco;Tuluá (Valle del Cauca);37.113
1/02/2023;PESCADOS;Pargo rojo entero congelado;Pereira, Mercasa;37.083
1/11/2023;PROCESADOS;Gelatina;Valledupar, Mercado Nuevo;37.083
1/09/2023;PESCADOS;Calamar anillos;Bogotá, D.C., Corabastos;37.063
1/08/2023;PROCESADOS;Gelatina;Bucaramanga, Mercados del centro;37.054
1/09/2023;PESCADOS;Bagre rayado en postas congelado;Medellín, Central Mayorista de Antioquia;37.044
1/03/2023;PESCADOS;Camarón tigre precocido seco;Popayán, Plaza de mercado del barrio Bolívar;37.013
1/07/2023;PROCESADOS;Gelatina;Barranquilla, Barranquillita;37.012
1/10/2023;PROCESADOS;Gelatina;Barranquilla, Granabastos;37.009
1/06/2023;PROCESADOS;Gelatina;Tuluá (Valle del Cauca);37.006
1/06/2023;PESCADOS;Camarón tigre precocido seco;Bogotá, D.C., Corabastos;37.000
1/06/2023;PESCADOS;Pargo rojo entero congelado;Armenia, Mercar;37.000
1/07/2023;PESCADOS;Pargo rojo entero congelado;Armenia, Mercar;37.000
1/12/2023;CARNES;Carne de res, lomo fino;Villavicencio, CAV;37.000
1/10/2023;PROCESADOS;Gelatina;Bogotá, D.C., Plaza España;36.975
1/07/2023;CARNES;Carne de res, lomo fino;Villavicencio, CAV;36.969
1/03/2023;PROCESADOS;Lomitos de atún en lata;Villavicencio, CAV;36.958
1/07/2023;PROCESADOS;Chocolate instantáneo;Bogotá, D.C., Plaza Las Flores;36.958
1/09/2023;PESCADOS;Calamar anillos;Bogotá, D.C., Paloquemao;36.958
1/05/2023;CARNES;Carne de res, lomo fino;Villavicencio, CAV;36.925
1/05/2023;PESCADOS;Calamar anillos;Bogotá, D.C., Paloquemao;36.917
1/08/2023;PROCESADOS;Gelatina;Manizales, Centro Galerías;36.905
1/09/2023;PROCESADOS;Gelatina;Pamplona (Norte de Santander);36.905
1/10/2023;PROCESADOS;Gelatina;Pamplona (Norte de Santander);36.905
1/03/2023;PESCADOS;Róbalo, filete congelado;Tuluá (Valle del Cauca);36.900
1/04/2023;PROCESADOS;Lomitos de atún en lata;Villavicencio, CAV;36.891
1/05/2023;PROCESADOS;Lomitos de atún en lata;Villavicencio, CAV;36.884
1/06/2023;CARNES;Carne de res, lomo fino;Villavicencio, CAV;36.875
1/08/2023;PROCESADOS;Gelatina;Barranquilla, Granabastos;36.868
1/06/2023;PROCESADOS;Gelatina;Barranquilla, Barranquillita;36.861
1/08/2023;PROCESADOS;Gelatina;Palmira (Valle del Cauca);36.847
1/03/2023;PESCADOS;Pargo rojo platero;Buenaventura (Valle del Cauca);36.833
1/05/2023;PESCADOS;Pargo rojo platero;Buenaventura (Valle del Cauca);36.833
1/10/2023;PROCESADOS;Gelatina;Valledupar, Mercado Nuevo;36.830
1/10/2023;PROCESADOS;Gelatina;Cali, La Floresta;36.825
1/02/2023;PROCESADOS;Lomitos de atún en lata;Medellín, Central Mayorista de Antioquia;36.806
1/01/2023;CARNES;Carne de res, lomo fino;Pereira, La 41;36.800
1/06/2023;PROCESADOS;Gelatina;Santa Marta (Magdalena);36.786
1/08/2023;PROCESADOS;Gelatina;Bogotá, D.C., Plaza España;36.775
1/10/2023;PESCADOS;Bagre rayado en postas congelado;Medellín, Central Mayorista de Antioquia;36.769
1/02/2023;CARNES;Carne de res, lomo fino;Popayán, Plaza de mercado del barrio Bolívar;36.750
1/11/2023;PROCESADOS;Lomitos de atún en lata;Villavicencio, CAV;36.726
1/05/2023;LACTEOS Y HUEVOS;Leche en polvo;Armenia, Mercar;36.713
1/09/2023;PROCESADOS;Gelatina;Ibagué, Plaza La 21;36.706
1/03/2023;PROCESADOS;Café molido;Armenia, Mercar;36.700
1/04/2023;PROCESADOS;Café molido;Armenia, Mercar;36.700
1/10/2023;CARNES;Carne de res, chatas;Tuluá (Valle del Cauca);36.688
1/09/2023;PROCESADOS;Lomitos de atún en lata;Villavicencio, CAV;36.677
1/09/2023;PESCADOS;Camarón tigre precocido seco;Popayán, Plaza de mercado del barrio Bolívar;36.667
1/03/2023;LACTEOS Y HUEVOS;Leche en polvo;Popayán, Plaza de mercado del barrio Bolívar;36.654
1/06/2023;PROCESADOS;Gelatina;Manizales, Centro Galerías;36.643
1/08/2023;PROCESADOS;Lomitos de atún en lata;Villavicencio, CAV;36.628
1/02/2023;CARNES;Carne de res, lomo fino;Villavicencio, CAV;36.625
1/10/2023;CARNES;Carne de res, lomo fino;Villavicencio, CAV;36.625
1/12/2023;PROCESADOS;Lomitos de atún en lata;Armenia, Mercar;36.620
1/11/2023;PROCESADOS;Gelatina;Pamplona (Norte de Santander);36.607
1/12/2023;PROCESADOS;Gelatina;Pasto, El Potrerillo;36.607
1/03/2023;CARNES;Carne de res, lomo fino;Villavicencio, CAV;36.600
1/03/2023;PESCADOS;Pargo rojo entero congelado;Tuluá (Valle del Cauca);36.600
1/07/2023;PROCESADOS;Gelatina;Barranquilla, Granabastos;36.592
1/07/2023;PESCADOS;Camarón tigre precocido seco;Tuluá (Valle del Cauca);36.588
1/09/2023;PESCADOS;Pargo rojo platero;Buenaventura (Valle del Cauca);36.583
1/01/2023;CARNES;Carne de res, lomo fino;Villavicencio, CAV;36.563
1/04/2023;CARNES;Carne de res, lomo fino;Villavicencio, CAV;36.563
1/11/2023;PROCESADOS;Gelatina;Cali, Santa Elena;36.558
1/12/2023;PROCESADOS;Lomitos de atún en lata;Villavicencio, CAV;36.557
1/06/2023;PESCADOS;Pargo rojo entero congelado;Tuluá (Valle del Cauca);36.550
1/11/2023;CARNES;Carne de res, lomo fino;Villavicencio, CAV;36.550
1/10/2023;PROCESADOS;Gelatina;Palmira (Valle del Cauca);36.531
1/10/2023;PROCESADOS;Lomitos de atún en lata;Villavicencio, CAV;36.528
1/10/2023;PROCESADOS;Gelatina;Villavicencio, CAV;36.513
1/11/2023;PROCESADOS;Gelatina;Cúcuta, La Nueva Sexta;36.508
1/04/2023;PESCADOS;Camarón tití precocido seco;Armenia, Mercar;36.500
1/05/2023;PESCADOS;Camarón tigre precocido seco;Bogotá, D.C., Paloquemao;36.500
1/06/2023;PESCADOS;Camarón tigre precocido seco;Tuluá (Valle del Cauca);36.500
1/06/2023;PROCESADOS;Café molido;Armenia, Mercar;36.500
1/07/2023;PESCADOS;Pargo rojo entero congelado;Tuluá (Valle del Cauca);36.500
1/07/2023;PROCESADOS;Café molido;Armenia, Mercar;36.500
1/08/2023;CARNES;Carne de res, chatas;Popayán, Plaza de mercado del barrio Bolívar;36.500
1/08/2023;CARNES;Carne de res, lomo fino;Villavicencio, CAV;36.500
1/06/2023;PROCESADOS;Lomitos de atún en lata;Villavicencio, CAV;36.495
1/01/2023;PESCADOS;Pargo rojo platero;Buenaventura (Valle del Cauca);36.467
1/03/2023;CARNES;Carne de res, lomo fino;Popayán, Plaza de mercado del barrio Bolívar;36.467
1/02/2023;PESCADOS;Róbalo, filete congelado;Tuluá (Valle del Cauca);36.450
1/05/2023;PROCESADOS;Gelatina;Barranquilla, Barranquillita;36.441
1/07/2023;PROCESADOS;Lomitos de atún en lata;Villavicencio, CAV;36.439
1/09/2023;CARNES;Carne de res, chatas;Tuluá (Valle del Cauca);36.438
1/05/2023;PROCESADOS;Gelatina;Cali, Siloé;36.429
1/03/2023;CARNES;Carne de res, lomo fino;Ibagué, Plaza La 21;36.417
