Fecha;Grupo;Producto;Mercado;Precio promedio por kilogramo*
1/02/2023;PESCADOS;Langostino 16-20;Cali, Santa Elena;63.333
1/09/2023;PESCADOS;Langostino 16-20;Cali, Santa Elena;63.333
1/10/2023;PESCADOS;Langostino 16-20;Cali, Santa Elena;63.133
1/08/2023;PESCADOS;Langostino 16-20;Cali, Santa Elena;62.933
1/03/2023;PESCADOS;Salmón, filete congelado;Bogotá, D.C., Corabastos;62.667
1/04/2023;PESCADOS;Salmón, filete congelado;Bogotá, D.C., Corabastos;62.667
1/05/2023;PESCADOS;Langostino 16-20;Cali, Santa Elena;62.667
1/06/2023;PESCADOS;Langostino 16-20;Cali, Santa Elena;62.417
1/12/2023;PESCADOS;Salmón, filete congelado;Armenia, Mercar;62.250
1/06/2023;PESCADOS;Salmón, filete congelado;Cali, Galería Alameda;62.167
1/01/2023;PESCADOS;Salmón, filete congelado;Cali, Galería Alameda;62.133
1/06/2023;PESCADOS;Salmón, filete congelado;Palmira (Valle del Cauca);62.063
1/07/2023;PESCADOS;Langostino 16-20;Cali, Santa Elena;62.000
1/12/2023;CARNES;Carne de res, punta de anca;Bucaramanga, Frigoríficos;61.950
1/05/2023;PESCADOS;Salmón, filete congelado;Bogotá, D.C., Corabastos;61.867
1/03/2023;CARNES;Carne de res, punta de anca;Bucaramanga, Frigoríficos;61.750
1/04/2023;PESCADOS;Salmón, filete congelado;Cali, Galería Alameda;61.750
1/07/2023;PESCADOS;Salmón, filete congelado;Bogotá, D.C., Corabastos;61.750
1/07/2023;PESCADOS;Salmón, filete congelado;Bogotá, D.C., Paloquemao;61.750
1/05/2023;PESCADOS;Salmón, filete congelado;Cali, Galería Alameda;61.667
1/05/2023;CARNES;Carne de res, punta de anca;Bucaramanga, Frigoríficos;61.650
1/06/2023;CARNES;Carne de res, punta de anca;Bucaramanga, Frigoríficos;61.650
1/07/2023;CARNES;Carne de res, punta de anca;Bucaramanga, Frigoríficos;61.650
1/08/2023;CARNES;Carne de res, punta de anca;Bucaramanga, Frigoríficos;61.650
1/09/2023;CARNES;Carne de res, punta de anca;Bucaramanga, Frigoríficos;61.650
1/08/2023;PESCADOS;Salmón, filete congelado;Bogotá, D.C., Paloquemao;61.600
1/10/2023;CARNES;Carne de res, punta de anca;Bucaramanga, Frigoríficos;61.600
1/05/2023;PESCADOS;Langostino 16-20;Buenaventura (Valle del Cauca);61.533
1/11/2023;CARNES;Carne de res, punta de anca;Bucaramanga, Frigoríficos;61.450
1/02/2023;CARNES;Carne de res, punta de anca;Bucaramanga, Frigoríficos;61.363
1/02/2023;PESCADOS;Salmón, filete congelado;Cali, Galería Alameda;61.333
1/05/2023;PESCADOS;Corvina, filete congelado nacional;Cali, Galería Alameda;61.333
1/08/2023;PESCADOS;Salmón, filete congelado;Medellín, Central Mayorista de Antioquia;61.150
1/01/2023;PESCADOS;Salmón, filete congelado;Cali, Santa Elena;61.067
1/08/2023;PESCADOS;Salmón, filete congelado;Palmira (Valle del Cauca);61.025
1/07/2023;PESCADOS;Salmón, filete congelado;Palmira (Valle del Cauca);60.969
1/06/2023;PESCADOS;Salmón, filete congelado;Bogotá, D.C., Corabastos;60.750
1/09/2023;PESCADOS;Salmón, filete congelado;Bogotá, D.C., Paloquemao;60.750
1/10/2023;PESCADOS;Salmón, filete congelado;Bogotá, D.C., Corabastos;60.708
1/03/2023;PESCADOS;Salmón, filete congelado;Cali, Galería Alameda;60.333
1/01/2023;CARNES;Carne de res, punta de anca;Bucaramanga, Frigoríficos;60.325
1/04/2023;PESCADOS;Salmón, filete congelado;Armenia, Mercar;60.000
1/06/2023;PESCADOS;Salmón, filete congelado;Bogotá, D.C., Plaza Las Flores;60.000
1/04/2023;PESCADOS;Corvina, filete congelado nacional;Cali, Galería Alameda;59.917
1/04/2023;PESCADOS;Salmón, filete congelado;Cali, Santa Elena;59.917
1/07/2023;PESCADOS;Salmón, filete congelado;Cali, Galería Alameda;59.917
1/09/2023;PESCADOS;Salmón, filete congelado;Medellín, Central Mayorista de Antioquia;59.900
1/08/2023;PESCADOS;Salmón, filete congelado;Bogotá, D.C., Corabastos;59.833
1/12/2023;CARNES;Carne de res, lomo fino;Medellín, Central Mayorista de Antioquia;59.813
1/12/2023;PESCADOS;Salmón, filete congelado;Medellín, Central Mayorista de Antioquia;59.775
1/07/2023;PESCADOS;Salmón, filete congelado;Cali, Santa Elena;59.750
1/11/2023;PESCADOS;Salmón, filete congelado;Medellín, Central Mayorista de Antioquia;59.700
1/10/2023;PESCADOS;Salmón, filete congelado;Medellín, Central Mayorista de Antioquia;59.650
1/05/2023;PESCADOS;Salmón, filete congelado;Armenia, Mercar;59.600
1/09/2023;PESCADOS;Salmón, filete congelado;Popayán, Plaza de mercado del barrio Bolívar;59.600
1/09/2023;PESCADOS;Salmón, filete congelado;Bogotá, D.C., Corabastos;59.542
1/08/2023;PESCADOS;Salmón, filete congelado;Cali, Galería Alameda;59.533
1/05/2023;PESCADOS;Róbalo, filete congelado;Medellín, Central Mayorista de Antioquia;59.375
1/02/2023;PESCADOS;Salmón, filete congelado;Cali, Santa Elena;59.333
1/08/2023;PESCADOS;Corvina, filete congelado nacional;Buenaventura (Valle del Cauca);59.333
1/07/2023;PESCADOS;Salmón, filete congelado;Bogotá, D.C., Plaza Las Flores;59.250
1/10/2023;PESCADOS;Salmón, filete congelado;Bogotá, D.C., Paloquemao;59.200
1/06/2023;PESCADOS;Salmón, filete congelado;Cali, Santa Elena;59.167
1/04/2023;PESCADOS;Róbalo, filete congelado;Medellín, Central Mayorista de Antioquia;59.150
1/12/2023;PESCADOS;Salmón, filete congelado;Popayán, Plaza de mercado del barrio Bolívar;59.120
1/03/2023;CARNES;Carne de res, lomo fino;Medellín, Central Mayorista de Antioquia;59.115
1/04/2023;CARNES;Carne de res, chatas;Bucaramanga, Frigoríficos;59.106
1/08/2023;PESCADOS;Salmón, filete congelado;Popayán, Plaza de mercado del barrio Bolívar;59.000
1/10/2023;PESCADOS;Salmón, filete congelado;Popayán, Plaza de mercado del barrio Bolívar;58.917
1/04/2023;CARNES;Carne de res, punta de anca;Bucaramanga, Frigoríficos;58.913
1/09/2023;PESCADOS;Salmón, filete congelado;Palmira (Valle del Cauca);58.894
1/06/2023;PESCADOS;Róbalo, filete congelado;Medellín, Central Mayorista de Antioquia;58.790
1/03/2023;CARNES;Carne de res, chatas;Bucaramanga, Frigoríficos;58.750
1/07/2023;CARNES;Carne de res, chatas;Bucaramanga, Frigoríficos;58.750
1/08/2023;CARNES;Carne de res, chatas;Bucaramanga, Frigoríficos;58.750
1/09/2023;CARNES;Carne de res, chatas;Bucaramanga, Frigoríficos;58.750
1/10/2023;CARNES;Carne de res, chatas;Bucaramanga, Frigoríficos;58.750
1/11/2023;CARNES;Carne de res, chatas;Bucaramanga, Frigoríficos;58.750
1/12/2023;CARNES;Carne de res, chatas;Bucaramanga, Frigoríficos;58.750
1/06/2023;CARNES;Carne de res, chatas;Bucaramanga, Frigoríficos;58.700
1/07/2023;PESCADOS;Salmón, filete congelado;Popayán, Plaza de mercado del barrio Bolívar;58.700
1/05/2023;PESCADOS;Salmón, filete congelado;Cali, Santa Elena;58.667
1/12/2023;PESCADOS;Róbalo, filete congelado;Medellín, Central Mayorista de Antioquia;58.625
1/02/2023;PESCADOS;Róbalo, filete congelado;Medellín, Central Mayorista de Antioquia;58.575
1/04/2023;CARNES;Carne de res, lomo fino;Medellín, Central Mayorista de Antioquia;58.550
1/06/2023;PESCADOS;Salmón, filete congelado;Popayán, Plaza de mercado del barrio Bolívar;58.533
1/11/2023;CARNES;Carne de res, lomo fino;Medellín, Central Mayorista de Antioquia;58.510
1/09/2023;PESCADOS;Salmón, filete congelado;Cali, Galería Alameda;58.500
1/03/2023;PESCADOS;Róbalo, filete congelado;Medellín, Central Mayorista de Antioquia;58.220
1/03/2023;PESCADOS;Salmón, filete congelado;Cali, Santa Elena;58.208
1/04/2023;PESCADOS;Langostino 16-20;Cali, Santa Elena;58.083
1/02/2023;CARNES;Carne de res, chatas;Bucaramanga, Frigoríficos;58.050
1/06/2023;PESCADOS;Salmón, filete congelado;Armenia, Mercar;58.000
1/05/2023;PESCADOS;Salmón, filete congelado;Bogotá, D.C., Plaza Las Flores;57.833
1/05/2023;CARNES;Carne de res, chatas;Bucaramanga, Frigoríficos;57.710
1/08/2023;PESCADOS;Salmón, filete congelado;Cali, Santa Elena;57.667
1/11/2023;PESCADOS;Róbalo, filete congelado;Medellín, Central Mayorista de Antioquia;57.620
1/10/2023;PESCADOS;Salmón, filete congelado;Armenia, Mercar;57.500
1/11/2023;PESCADOS;Salmón, filete congelado;Popayán, Plaza de mercado del barrio Bolívar;57.483
1/11/2023;PESCADOS;Salmón, filete congelado;Bogotá, D.C., Paloquemao;57.438
1/01/2023;CARNES;Carne de res, chatas;Bucaramanga, Frigoríficos;57.250
1/03/2023;PESCADOS;Corvina, filete congelado nacional;Cali, Galería Alameda;57.167
1/05/2023;PESCADOS;Salmón, filete congelado;Popayán, Plaza de mercado del barrio Bolívar;57.167
1/03/2023;PESCADOS;Salmón, filete congelado;Popayán, Plaza de mercado del barrio Bolívar;57.133
1/10/2023;PESCADOS;Salmón, filete congelado;Cali, Galería Alameda;57.133
1/10/2023;PESCADOS;Róbalo, filete congelado;Medellín, Central Mayorista de Antioquia;57.000
1/12/2023;PESCADOS;Corvina, filete congelado nacional;Cali, Galería Alameda;57.000
1/07/2023;PESCADOS;Róbalo, filete congelado;Medellín, Central Mayorista de Antioquia;56.981
1/02/2023;PESCADOS;Salmón, filete congelado;Popayán, Plaza de mercado del barrio Bolívar;56.908
1/01/2023;PESCADOS;Róbalo, filete congelado;Medellín, Central Mayorista de Antioquia;56.813
1/08/2023;PESCADOS;Róbalo, filete congelado;Medellín, Central Mayorista de Antioquia;56.755
1/09/2023;PESCADOS;Róbalo, filete congelado;Medellín, Central Mayorista de Antioquia;56.719
1/11/2023;PESCADOS;Corvina, filete congelado nacional;Cali, Galería Alameda;56.667
1/04/2023;PESCADOS;Salmón, filete congelado;Popayán, Plaza de mercado del barrio Bolívar;56.633
1/09/2023;PESCADOS;Corvina, filete congelado nacional;Buenaventura (Valle del Cauca);56.583
1/02/2023;PESCADOS;Corvina, filete congelado nacional;Cali, Galería Alameda;56.500
1/09/2023;PESCADOS;Salmón, filete congelado;Cali, Santa Elena;56.250
1/01/2023;PESCADOS;Corvina, filete congelado nacional;Cali, Galería Alameda;56.222
1/12/2023;PESCADOS;Merluza, filete nacional;Cali, Galería Alameda;56.000
1/11/2023;PESCADOS;Salmón, filete congelado;Bogotá, D.C., Corabastos;55.900
1/10/2023;CARNES;Carne de res, lomo fino;Medellín, Central Mayorista de Antioquia;55.897
1/01/2023;PESCADOS;Salmón, filete congelado;Popayán, Plaza de mercado del barrio Bolívar;55.817
1/06/2023;PESCADOS;Merluza, filete nacional;Bogotá, D.C., Paloquemao;55.750
1/06/2023;PESCADOS;Róbalo, filete congelado;Bogotá, D.C., Corabastos;55.500
1/12/2023;PESCADOS;Salmón, filete congelado;Cali, Galería Alameda;55.500
1/11/2023;PESCADOS;Merluza, filete nacional;Bogotá, D.C., Paloquemao;55.417
1/12/2023;PESCADOS;Salmón, filete congelado;Bogotá, D.C., Corabastos;55.323
1/12/2023;PESCADOS;Corvina, filete congelado nacional;Buenaventura (Valle del Cauca);55.250
1/11/2023;PESCADOS;Corvina, filete congelado nacional;Buenaventura (Valle del Cauca);55.208
1/10/2023;PESCADOS;Róbalo, filete congelado;Bogotá, D.C., Corabastos;55.125
1/12/2023;PESCADOS;Salmón, filete congelado;Bogotá, D.C., Paloquemao;55.094
1/07/2023;PESCADOS;Merluza, filete nacional;Bogotá, D.C., Paloquemao;55.083
1/10/2023;PESCADOS;Merluza, filete nacional;Bogotá, D.C., Paloquemao;55.050
1/04/2023;PESCADOS;Merluza, filete nacional;Bogotá, D.C., Corabastos;55.042
1/08/2023;CARNES;Carne de res, lomo fino;Medellín, Central Mayorista de Antioquia;55.025
1/05/2023;PESCADOS;Merluza, filete nacional;Bogotá, D.C., Paloquemao;55.000
1/09/2023;PESCADOS;Merluza, filete nacional;Bogotá, D.C., Paloquemao;54.990
1/07/2023;CARNES;Carne de res, lomo fino;"Medellín, Plaza Minorista ""José María Villa""";54.806
1/10/2023;PESCADOS;Salmón, filete congelado;Cali, Santa Elena;54.733
1/05/2023;PESCADOS;Róbalo, filete congelado;Bogotá, D.C., Corabastos;54.667
1/10/2023;PESCADOS;Corvina, filete congelado nacional;Buenaventura (Valle del Cauca);54.667
1/02/2023;PESCADOS;Merluza, filete nacional;Bogotá, D.C., Corabastos;54.583
1/11/2023;PESCADOS;Salmón, filete congelado;Cali, Galería Alameda;54.583
1/05/2023;CARNES;Carne de res, lomo fino;Medellín, Central Mayorista de Antioquia;54.525
1/09/2023;CARNES;Carne de res, lomo fino;Medellín, Central Mayorista de Antioquia;54.525
1/03/2023;PESCADOS;Merluza, filete nacional;Bogotá, D.C., Corabastos;54.333
1/08/2023;PESCADOS;Salmón, filete congelado;Bogotá, D.C., Plaza Las Flores;54.333
1/11/2023;PESCADOS;Salmón, filete congelado;Cali, Santa Elena;54.250
1/07/2023;CARNES;Carne de res, lomo fino;Medellín, Central Mayorista de Antioquia;54.200
1/11/2023;LACTEOS Y HUEVOS;Leche en polvo;Villavicencio, CAV;54.200
1/12/2023;LACTEOS Y HUEVOS;Leche en polvo;Villavicencio, CAV;54.146
1/10/2023;LACTEOS Y HUEVOS;Leche en polvo;Villavicencio, CAV;54.099
1/11/2023;CARNES;Carne de res, chatas;Medellín, Central Mayorista de Antioquia;54.080
1/12/2023;PESCADOS;Salmón, filete congelado;Cali, Santa Elena;54.000
1/06/2023;CARNES;Carne de res, lomo fino;Medellín, Central Mayorista de Antioquia;53.995
1/09/2023;LACTEOS Y HUEVOS;Leche en polvo;Villavicencio, CAV;53.961
1/12/2023;CARNES;Carne de res, lomo fino;Malambo (Atlántico), Carnes y carnes;53.950
1/11/2023;PESCADOS;Róbalo, filete congelado;Bogotá, D.C., Corabastos;53.917
1/08/2023;LACTEOS Y HUEVOS;Leche en polvo;Villavicencio, CAV;53.872
1/05/2023;CARNES;Carne de res, lomo fino;Malambo (Atlántico), Carnes y carnes;53.750
1/01/2023;PESCADOS;Merluza, filete nacional;Bogotá, D.C., Corabastos;53.733
1/08/2023;CARNES;Carne de res, lomo fino;Malambo (Atlántico), Carnes y carnes;53.620
1/12/2023;PESCADOS;Merluza, filete nacional;Bogotá, D.C., Paloquemao;53.596
1/06/2023;PESCADOS;Merluza, filete nacional;Bogotá, D.C., Corabastos;53.583
1/05/2023;PESCADOS;Merluza, filete nacional;Bogotá, D.C., Corabastos;53.567
1/10/2023;CARNES;Carne de res, lomo fino;Malambo (Atlántico), Carnes y carnes;53.550
1/07/2023;LACTEOS Y HUEVOS;Leche en polvo;Villavicencio, CAV;53.516
1/04/2023;CARNES;Carne de res, lomo fino;Malambo (Atlántico), Carnes y carnes;53.300
1/08/2023;PESCADOS;Merluza, filete nacional;Bogotá, D.C., Paloquemao;53.300
1/03/2023;CARNES;Carne de res, lomo fino;Malambo (Atlántico), Carnes y carnes;53.280
1/10/2023;PESCADOS;Salmón, filete congelado;Palmira (Valle del Cauca);53.265
1/07/2023;PESCADOS;Merluza, filete nacional;Bogotá, D.C., Corabastos;53.222
1/12/2023;PESCADOS;Róbalo, filete congelado;Bogotá, D.C., Corabastos;53.198
1/12/2023;CARNES;Carne de res, chatas;Medellín, Central Mayorista de Antioquia;53.119
1/09/2023;CARNES;Carne de res, lomo fino;Malambo (Atlántico), Carnes y carnes;53.100
1/02/2023;CARNES;Carne de res, lomo fino;Malambo (Atlántico), Carnes y carnes;53.075
1/01/2023;CARNES;Carne de res, lomo fino;Malambo (Atlántico), Carnes y carnes;53.050
1/04/2023;PESCADOS;Merluza, filete nacional;Bogotá, D.C., Paloquemao;53.000
1/04/2023;PESCADOS;Merluza, filete nacional;Cali, Galería Alameda;53.000
1/05/2023;PESCADOS;Merluza, filete nacional;Cali, Galería Alameda;53.000
1/06/2023;PESCADOS;Langostino 16-20;Buenaventura (Valle del Cauca);52.917
1/07/2023;CARNES;Carne de res, punta de anca;"Medellín, Plaza Minorista ""José María Villa""";52.856
1/06/2023;CARNES;Carne de res, lomo fino;"Medellín, Plaza Minorista ""José María Villa""";52.850
1/11/2023;CARNES;Carne de res, lomo fino;Malambo (Atlántico), Carnes y carnes;52.780
1/10/2023;PESCADOS;Merluza, filete nacional;Bogotá, D.C., Corabastos;52.778
1/05/2023;CARNES;Carne de res, lomo fino;"Medellín, Plaza Minorista ""José María Villa""";52.775
1/12/2023;PESCADOS;Merluza, filete nacional;Bogotá, D.C., Corabastos;52.646
1/07/2023;CARNES;Carne de res, lomo fino;Malambo (Atlántico), Carnes y carnes;52.500
1/02/2023;LACTEOS Y HUEVOS;Leche en polvo;Villavicencio, CAV;52.474
1/12/2023;LACTEOS Y HUEVOS;Leche en polvo;Bucaramanga, Centroabastos;52.431
1/06/2023;CARNES;Carne de res, lomo fino;Malambo (Atlántico), Carnes y carnes;52.300
1/11/2023;LACTEOS Y HUEVOS;Leche en polvo;Bucaramanga, Centroabastos;52.257
1/10/2023;LACTEOS Y HUEVOS;Leche en polvo;Bucaramanga, Centroabastos;52.248
1/06/2023;LACTEOS Y HUEVOS;Leche en polvo;Bucaramanga, Centroabastos;52.222
1/05/2023;LACTEOS Y HUEVOS;Leche en polvo;Bucaramanga, Centroabastos;52.217
1/07/2023;LACTEOS Y HUEVOS;Leche en polvo;Bucaramanga, Centroabastos;52.216
1/08/2023;LACTEOS Y HUEVOS;Leche en polvo;Bucaramanga, Centroabastos;52.214
1/09/2023;LACTEOS Y HUEVOS;Leche en polvo;Bucaramanga, Centroabastos;52.214
1/09/2023;PESCADOS;Salmón, filete congelado;Bogotá, D.C., Plaza Las Flores;51.750
1/10/2023;CARNES;Carne de res, chatas;Medellín, Central Mayorista de Antioquia;51.625
1/06/2023;LACTEOS Y HUEVOS;Leche en polvo;Villavicencio, CAV;51.602
1/07/2023;PESCADOS;Merluza, filete nacional;Cali, Galería Alameda;51.500
1/11/2023;PESCADOS;Merluza, filete nacional;Bogotá, D.C., Corabastos;51.467
1/04/2023;LACTEOS Y HUEVOS;Leche en polvo;Villavicencio, CAV;51.435
1/09/2023;PESCADOS;Merluza, filete nacional;Bogotá, D.C., Corabastos;51.417
1/06/2023;PESCADOS;Merluza, filete nacional;Cali, Galería Alameda;51.333
1/03/2023;LACTEOS Y HUEVOS;Leche en polvo;Villavicencio, CAV;51.170
1/05/2023;LACTEOS Y HUEVOS;Leche en polvo;Villavicencio, CAV;51.095
1/11/2023;LACTEOS Y HUEVOS;Leche en polvo;Pereira, Mercasa;51.055
1/12/2023;LACTEOS Y HUEVOS;Leche en polvo;Pereira, Mercasa;51.055
1/11/2023;PESCADOS;Merluza, filete nacional;Cali, Galería Alameda;51.000
1/12/2023;LACTEOS Y HUEVOS;Leche en polvo;Barranquilla, Barranquillita;50.983
1/09/2023;CARNES;Carne de res, chatas;Medellín, Central Mayorista de Antioquia;50.800
1/08/2023;CARNES;Carne de res, chatas;Medellín, Central Mayorista de Antioquia;50.780
1/08/2023;LACTEOS Y HUEVOS;Leche en polvo;Pereira, Mercasa;50.777
1/09/2023;LACTEOS Y HUEVOS;Leche en polvo;Pereira, Mercasa;50.770
1/12/2023;PESCADOS;Langostino 16-20;Buenaventura (Valle del Cauca);50.750
1/04/2023;LACTEOS Y HUEVOS;Leche en polvo;Bucaramanga, Centroabastos;50.653
1/01/2023;CARNES;Carne de res, chatas;Medellín, Central Mayorista de Antioquia;50.639
1/10/2023;PESCADOS;Langostino 16-20;Buenaventura (Valle del Cauca);50.600
1/07/2023;CARNES;Carne de res, chatas;Medellín, Central Mayorista de Antioquia;50.575
1/10/2023;PESCADOS;Salmón, filete congelado;Bogotá, D.C., Plaza Las Flores;50.467
1/01/2023;CARNES;Carne de res, punta de anca;Medellín, Central Mayorista de Antioquia;50.466
1/02/2023;CARNES;Carne de res, punta de anca;Medellín, Central Mayorista de Antioquia;50.363
1/10/2023;LACTEOS Y HUEVOS;Leche en polvo;Pereira, Mercasa;50.289
1/12/2023;LACTEOS Y HUEVOS;Leche en polvo;Barranquilla, Granabastos;50.289
1/06/2023;CARNES;Carne de res, punta de anca;"Medellín, Plaza Minorista ""José María Villa""";50.260
1/11/2023;PESCADOS;Langostino 16-20;Buenaventura (Valle del Cauca);50.250
1/11/2023;LACTEOS Y HUEVOS;Leche en polvo;Barranquilla, Barranquillita;50.167
1/10/2023;LACTEOS Y HUEVOS;Leche en polvo;Barranquilla, Barranquillita;50.147
1/02/2023;CARNES;Carne de res, chatas;Medellín, Central Mayorista de Antioquia;50.137
1/07/2023;LACTEOS Y HUEVOS;Leche en polvo;Pereira, Mercasa;50.026
1/11/2023;LACTEOS Y HUEVOS;Leche en polvo;Barranquilla, Granabastos;49.983
1/08/2023;PESCADOS;Merluza, filete nacional;Cali, Galería Alameda;49.667
1/01/2023;LACTEOS Y HUEVOS;Leche en polvo;Villavicencio, CAV;49.612
1/05/2023;CARNES;Carne de res, punta de anca;"Medellín, Plaza Minorista ""José María Villa""";49.381
1/03/2023;LACTEOS Y HUEVOS;Leche en polvo;Bucaramanga, Centroabastos;49.348
1/06/2023;CARNES;Carne de res, chatas;Medellín, Central Mayorista de Antioquia;49.115
1/01/2023;PESCADOS;Pargo rojo entero congelado;Armenia, Mercar;49.000
1/04/2023;PESCADOS;Pargo rojo entero congelado;Armenia, Mercar;49.000
1/08/2023;CARNES;Carne de res, lomo fino;"Medellín, Plaza Minorista ""José María Villa""";48.855
